mouseId	genotype	cage	time	initialBodyWeight	lowestBodyWeight	bodyWeightAtDay8	bodyWeightDay8Fracion	maxWeightLossPercent	numberSequencesPerSample	shannonEntropy	"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"	"MDS21"	"MDS22"	"MDS23"	"MDS24"	"MDS25"	"MDS26"	"MDS27"	"MDS28"	"MDS29"
29	KO	18m.3	18	18.0	14.0	14.3	0.79444444	22.22	123613.0	0.8781960527502741	0.0441801553691807	-0.154747876162973	-0.0175090615961678	-0.0475140661032749	0.0199198157183311	0.196152487453169	0.121385515771436	-0.0606532111994135	0.0492181394532338	-0.13887920847353	0.00935813466753191	0.125838381341184	0.010614798955245	-0.0361982701774832	-0.0192643838193289	0.0309289528553836	-0.0100497035132369	0.0973612017301957	-0.018566443790954	0.156636628201767	0.040960450202733	-0.150372347883549	-0.0221283574605626	-0.131960317640271	-0.0177208214894051	0.279270057123329	-0.0595244824906744	-0.181530144556336	0.0268900642873966
30	KO	18m.3	18	19.2	18.4	19.1	0.9947916	4.17	139002.0	0.8960835127073193	0.0162014115187717	-0.226296718124964	-0.0420588017300633	0.0360456248660669	-0.120550826891474	-0.0324053307211303	-0.14085374959887	-0.0855351618097241	0.0882156282934062	-0.102880885906725	-0.0153387150900656	-0.021023980757765	0.126510230646688	-0.159090512851235	0.0436796123499737	-0.00203335765021757	-0.0361369377076037	0.048216584552762	0.207130907856395	-0.0723198774288623	0.0702112402959985	-0.0731206968339192	0.178387740382922	0.0542084177745288	-0.0625670310960425	-0.16823497481869	-0.206683011179745	-0.102778074766065	-0.199187139270527
31	WT	00m.1	0	24.0	20.2	20.2	0.8416667	15.83	116006.0	0.4216576867307227	-0.101780671101072	-0.0509962504836625	0.0815273518308117	0.116830862600328	0.0481455294860162	-0.163832387237728	-0.130698312333744	0.0291224288019028	0.184204508437025	0.175495671439261	-0.0162193955260983	-0.0646880779814973	-0.0804338338709585	0.00805581948081901	0.134444719685036	0.0660780251701215	0.102718979976817	0.0430171732603231	0.0721468056085695	-0.0498235599223131	0.0377434924469403	-0.0262038406712517	-0.165764405299867	0.0413890749690827	-0.0332970129053818	0.161082487479843	-0.116471616285543	-0.121408101336228	-0.0254811366513693
32	WT	00m.1	0	24.6	17.8	18.8	0.7642276	27.64	116451.0	0.5111612632950251	-0.0663872195798466	-0.0125705912579421	0.160025014497005	0.0554521953208603	0.0010887870409857	0.00431270009643739	0.156550658924704	-0.0209200345569326	0.189596605530207	0.103028658548432	-0.058434450303455	-0.0423820341485393	0.0312498933032765	-0.147152934926862	0.00167525036840775	-0.0803109164138412	0.0750253608859679	0.169345156876644	-0.00304037190445323	-0.0968230493071376	0.0350895584306004	0.134051138273873	0.163617404802964	0.244091639134494	-0.0779912883348819	0.000897691488529183	0.22631900641034	0.0847236394327674	-0.111490291875982
33	WT	00m.1	0	23.1	21.5	21.6	0.9350649	6.93	141414.0	0.4293843056133937	-0.0794968850411386	-0.023162643922895	0.064116158515475	0.0328210612669119	0.124978390204763	0.0178598997593645	-0.0524779137954389	0.0852629905499578	0.000253577922645766	0.112980559389052	0.0282466194677606	0.0700371438658191	-0.0337425823015551	-0.0598484130095912	0.128509154303921	0.0928794987993276	0.119160175007119	-0.0497947035765515	-0.0342016713946701	-0.0141672375455749	0.0477438488243643	0.0376410045290699	-0.0466228589696255	-0.321951612690257	0.0380645122054585	0.0872400730097223	-0.198397696532986	0.2893212796671	-0.137621386773703
34	WT	00m.2	0	23.8	20.8	20.8	0.8739496	12.61	123512.0	0.49686373230024383	-0.0594769779833478	0.012030361566596	0.0263549096218956	-0.00664193255388767	0.241287478945698	0.0586772469734199	0.013882901111876	0.0750888364703922	-0.00297597828445143	0.00911440626537683	0.00285100005960844	0.0661823838518406	0.121787044558045	0.176691691212699	-0.171077280592184	0.00160398296934621	0.214555873969319	-0.107717056785068	-0.111836761567913	0.0646444616528456	0.203052764153901	-0.0404300695901655	0.0307930928598402	0.24051547917837	-0.102970514196444	-0.0887442982153638	-0.116533354192638	0.00717954964162344	0.202375922287546
35	WT	00m.2	0	23.1	20.0	20.5	0.88744587	13.42	111254.0	0.5157381915057223	-0.0376384314029435	0.00150290303114485	0.276528346483563	0.0104396793685868	0.157491566718	-0.0598633638863657	-0.0730822691501942	-0.0266674379974136	0.149802572089677	-0.147887725093622	0.0810148239870198	-0.0128371221669387	0.089312628424275	0.151380275510533	-0.0777119611008157	-0.140563324935919	0.102597099502758	-0.0458531807415402	0.153903869346425	-0.0268032851686313	-0.0787325708650072	-0.229575596207531	0.0418808361469294	-0.000525782470172036	0.0324802910979796	0.0433221486447249	0.0295213504775805	-0.0330401859452807	-0.101811316289596
36	WT	00m.2	0	24.2	23.1	23.1	0.95454544	4.55	135184.0	0.8213511185402638	-0.154939968254605	-0.0573279711332438	-0.0260183885991513	-0.105592848650676	-0.166666865907294	-0.0164952971661587	-0.181449510760904	0.246598762979079	-0.0227619387169356	-0.113302100951817	0.008972170015062	-0.249891309713613	0.0346595073851854	-0.027336107550654	-0.232817342742033	-0.0220834435448529	0.178262808220896	0.0898932762040755	-0.0397381405196621	0.155268891064545	-0.0110781012750527	-0.0101844446245102	0.054862785252669	-0.0799018977144281	0.0906621745588142	0.0579391934048868	0.00845686598043083	0.0685600521953233	-0.0228901432944271
37	WT	00m.3	0	18.4	14.9	14.9	0.8097826	19.02	133621.0	0.30954072709347025	0.00257801835500696	0.0937209647800697	0.0856926437575503	0.197159171026352	0.235218360063498	0.137495987441939	-0.116677707062838	0.0790509563145535	-0.149525644237408	-0.143277828584309	-0.113865507782509	0.0439508754531399	0.0492061792199682	0.0567146810815726	0.0108129976864117	0.0610947977516823	0.0150029063652555	0.179590260106313	0.0103466468507269	-0.0730827355764705	-0.136894168039027	0.0612018559786747	-0.179794152856416	0.0104355740439834	-0.0286152062133828	0.0498150416223093	0.123092720284676	0.00568231811001703	0.0205917848369194
38	WT	00m.3	0	19.1	15.7	15.7	0.8219895	17.8	139902.0	0.4555121140716265	-0.108645456872225	-0.0407930542030783	0.139155215941457	0.103782569813606	-0.00291451022122122	-0.176945297685378	0.131393984517737	0.0222175802507816	0.00672587149344305	0.148510706203693	0.0637276652557583	0.140065881853354	0.0225776538791429	0.126755220757446	0.110360574210777	0.105030478595821	0.0420276113458869	-0.112212324408794	0.0769806606281999	0.0356192249086794	-0.209862659373117	0.0165210673363564	0.0351063416263048	-0.00368184538744644	0.0517992004273697	-0.135674933424296	-0.0541114752543258	0.0757038756693332	0.0731004830585927
39	WT	00m.3	0	19.8	19.2	19.2	0.96969706	3.03	144660.0	0.3909115409685662	-0.0704800903235576	0.00880061045725833	0.0651564154160425	0.215269864998338	0.136978365875679	-0.216619021261588	-0.229182121131105	-0.0813980561342842	-0.120806319629961	-0.0959166613350365	-0.0277744976483409	0.133542939051326	-0.0189292986188364	-0.197346296117507	-0.114324737874547	-0.155126364090851	-0.0106781432102923	-0.0349759529144016	-0.00631649905099124	-0.166812919147148	0.0348972946346929	0.0373536676726291	0.0666091366523246	0.019250636841659	0.0370357547431165	-0.0489289034600642	-0.0252244107785974	-0.00459935895248453	0.070214730791648
40	WT	04m.1	4	24.5	21.2	21.2	0.86530614	13.47	154326.0	0.49397888888113206	-0.0599811918885892	0.141523283187561	-0.0493398023860951	0.120186354532434	-0.32153519611348	0.0564168032586336	0.191968229832893	0.207097652577188	0.0096113542134837	-0.0339082129377845	-0.176560999364186	0.226916498151629	0.179198167203616	-0.00251542855070155	-0.0056321630731552	0.0145179980214749	-0.122774537215502	-0.0804999575905079	-0.0582810307272809	0.0435470368237956	0.151942439652677	-0.0305877185741706	-0.0314767187025261	-0.0539897612840363	-0.0505311538465452	-0.00570552531546389	-0.102586014185754	0.040813840343109	-0.0113637071091504
41	WT	04m.1	4	20.7	17.5	17.5	0.8454106	15.46	161651.0	0.41200125268200866	-0.0216699916133196	0.160179730283394	-0.0631453585763904	0.0475772766273036	-0.0497655550020772	0.252819381166407	0.055277544943913	0.0957631173709122	0.251178422496644	0.230550205789022	0.0829836561566903	0.124220602958948	-0.000613114615442644	-0.0451016582146552	0.0131288277795582	0.178137970654324	0.0450495822836964	0.0731139956845237	-0.0369690136249324	-0.104993066577738	0.0207444800876048	-0.0118489273840336	-0.0056062251920944	0.251982528688625	0.0830657254020592	0.0707259088939767	0.158198090523637	0.157281905051886	-0.0554368301897224
42	WT	04m.2	4	22.1	20.0	20.1	0.90950227	9.5	137224.0	0.25659946456932753	-0.0932708895843771	0.068936975810316	-0.0643514992113405	0.0337733057996465	-0.028628629524918	-0.160031423116909	-0.0182558155229149	0.181552132346637	-0.0852249257041166	0.134372514504829	0.227661763742743	-0.0705532393506265	0.0206126947068532	-0.211105629131284	0.14212172389725	-0.0276711823314983	-0.050592840619282	-0.0397451591518776	0.128157700483197	-0.0408417706839288	-0.116602972423273	-0.0330912266158141	-0.124960671108807	0.0428316153937895	0.156264735670581	0.0405734617771405	-0.0766119420403664	-0.0282478782290719	0.0131318011429601
